0,1,2,3,4,5,6
0.6708074,0.63636374,0.61111116,0.370283,0.094736844,1.0,1.0
0.5776397,0.3636365,0.33333334,0.18867925,0.016541354,0.0,0.0
0.5217391,0.3636365,0.27777776,0.18160377,0.018045114,1.0,1.0
0.6956522,0.4545455,0.27777776,0.3537736,0.033082705,1.0,1.0
0.70186335,0.63636374,0.38888893,0.5117925,0.060150374,1.0,1.0
0.44720495,0.2727275,0.27777776,0.13443397,0.013533835,1.0,1.0
0.6521739,0.63636374,0.5,0.11792453,0.034586467,0.0,0.0
0.48447204,0.3636365,0.22222224,0.0990566,0.019548872,1.0,1.0
0.7267081,0.54545474,0.5555556,0.4033019,0.060150374,1.0,1.0
0.552795,0.2727275,0.16666666,0.2028302,0.02556391,1.0,1.0
0.6521739,0.54545474,0.38888893,0.3301887,0.02556391,1.0,1.0
0.5838509,0.63636374,0.6666666,0.36556602,0.06165413,1.0,1.0
0.72049683,0.72727275,0.5,0.5070755,0.2075188,1.0,1.0
0.6086956,0.72727275,0.44444445,0.16745283,0.039097745,1.0,1.0
0.5838509,0.54545474,0.38888893,0.20518868,0.0481203,1.0,1.0
0.70186335,0.63636374,0.5,0.23113208,0.02406015,1.0,1.0
0.6397515,0.63636374,0.5,0.24292453,0.02406015,1.0,1.0
0.7142857,0.63636374,0.5555556,0.634434,0.07819549,1.0,1.0
0.67701864,0.63636374,0.5,0.3325472,0.07518797,1.0,1.0
0.59627324,0.54545474,0.33333334,0.375,0.036090225,1.0,1.0
0.6708074,0.63636374,0.38888893,0.4080189,0.057142857,1.0,1.0
0.6521739,0.72727275,0.5555556,0.4268868,0.087218046,0.0,0.0
0.6708074,0.54545474,0.38888893,0.1485849,0.037593983,1.0,1.0
0.67701864,0.4545455,0.5,0.6650944,0.22105263,1.0,1.0
0.72049683,0.63636374,0.5555556,0.3915094,0.036090225,1.0,1.0
0.70186335,0.72727275,0.6666666,0.1014151,0.051127817,1.0,1.0
0.72049683,0.2727275,0.22222224,0.4787736,0.16390978,1.0,1.0
0.5279503,0.2727275,0.22222224,0.18632075,0.018045114,0.0,0.0
0.68944097,0.63636374,0.5555556,0.7311321,0.055639096,1.0,1.0
0.61490685,0.909091,0.7222222,0.18867925,0.07969925,1.0,1.0
0.7391303,0.63636374,0.61111116,0.5542453,0.41353384,0.0,0.0
0.5900621,0.3636365,0.27777776,0.21226415,0.02406015,1.0,1.0
0.68944097,0.63636374,0.6666666,0.7240566,0.073684216,1.0,1.0
0.5217391,0.3636365,0.27777776,0.2264151,0.015037593,1.0,1.0
0.6086956,0.63636374,0.44444445,0.379717,0.04962406,1.0,1.0
0.7142857,0.63636374,0.5,0.3514151,0.073684216,1.0,1.0
0.6459627,0.72727275,0.6666666,0.26179248,0.028571429,1.0,1.0
0.68944097,0.4545455,0.27777776,0.1509434,0.15639098,0.0,0.0
0.4534161,0.3636365,0.22222224,0.11084905,0.015037593,1.0,1.0
0.53416145,0.4545455,0.33333334,0.125,0.02556391,1.0,1.0
0.5714286,0.3636365,0.44444445,0.23349057,0.02406015,1.0,1.0
0.47826087,0.54545474,0.33333334,0.13207547,0.016541354,1.0,1.0
0.5900621,0.54545474,0.61111116,0.2783019,0.09172933,1.0,1.0
0.5900621,0.54545474,0.5,0.33726418,0.04511278,0.0,0.0
0.5652174,0.818182,0.5555556,0.254717,0.07518797,1.0,1.0
0.65838504,0.63636374,0.44444445,0.18396227,0.02706767,1.0,1.0
0.552795,0.4545455,0.33333334,0.125,0.09172933,1.0,1.0
0.62111795,0.54545474,0.33333334,0.19811322,0.02406015,1.0,1.0
0.61490685,0.72727275,0.38888893,0.14386792,0.018045114,1.0,1.0
0.5900621,0.63636374,0.44444445,0.08726415,0.04511278,1.0,1.0
0.5031056,0.3636365,0.27777776,0.10377359,0.016541354,1.0,1.0
0.68322974,0.72727275,0.5555556,0.6839623,0.055639096,1.0,1.0
0.5714286,0.72727275,0.5,0.5424529,0.03007519,1.0,1.0
0.7267081,0.63636374,0.5,0.2759434,0.10977444,1.0,1.0
0.70186335,0.63636374,0.38888893,0.14150943,0.033082705,1.0,1.0
0.65838504,0.54545474,0.38888893,0.23820756,0.067669176,1.0,1.0
0.68322974,0.54545474,0.5555556,0.9103774,0.22406015,1.0,1.0
0.5714286,0.4545455,0.27777776,0.3514151,0.033082705,1.0,1.0
0.54658383,0.4545455,0.33333334,0.13679245,0.016541354,1.0,1.0
0.55900615,0.3636365,0.44444445,0.13207547,0.02556391,1.0,1.0
0.62111795,0.63636374,0.44444445,0.18396227,0.03007519,1.0,1.0
0.55900615,0.54545474,0.38888893,0.18160377,0.016541354,1.0,1.0
0.60248446,0.54545474,0.44444445,0.2806604,0.06466166,0.0,0.0
0.67701864,0.63636374,0.44444445,0.43632078,0.067669176,1.0,1.0
0.66459626,0.63636374,0.38888893,0.1485849,0.040601503,1.0,1.0
0.6708074,0.54545474,0.33333334,0.13443397,0.08421053,1.0,1.0
0.6521739,0.818182,0.5555556,0.21933962,0.040601503,1.0,1.0
0.5217391,0.2727275,0.22222224,0.2712264,0.02706767,1.0,1.0
0.7453416,0.72727275,0.6666666,0.3066038,0.17744361,1.0,1.0
0.6708074,0.63636374,0.6666666,0.4976415,0.14586467,1.0,1.0
0.5776397,0.3636365,0.38888893,0.3466981,0.02406015,1.0,1.0
0.47204965,0.3636365,0.22222224,0.11792453,0.016541354,1.0,1.0
0.61490685,0.72727275,0.38888893,0.370283,0.043609023,1.0,1.0
0.65838504,0.72727275,0.5,0.48820758,0.03007519,1.0,1.0
0.5093168,0.2727275,0.38888893,0.3537736,0.04511278,1.0,1.0
0.72049683,0.63636374,0.5555556,0.2240566,0.1112782,1.0,1.0
0.552795,0.2727275,0.22222224,0.1745283,0.012030075,1.0,1.0
0.6708074,0.63636374,0.5555556,0.3254717,0.067669176,0.0,0.0
0.5155279,0.4545455,0.22222224,0.12971698,0.018045114,1.0,1.0
0.62111795,0.63636374,0.27777776,0.2004717,0.031578947,1.0,1.0
0.55900615,0.4545455,0.33333334,0.07783019,0.02706767,1.0,1.0
0.552795,0.2727275,0.33333334,0.25943398,0.034586467,1.0,1.0
0.6708074,0.54545474,0.27777776,0.13443397,0.034586467,1.0,1.0
0.48447204,0.4545455,0.38888893,0.3490566,0.021052632,1.0,1.0
0.6708074,0.63636374,0.5555556,0.28537738,0.07218046,1.0,1.0
0.6459627,0.54545474,0.27777776,0.07783019,0.02406015,1.0,1.0
0.72049683,0.72727275,0.44444445,0.094339624,0.028571429,1.0,1.0
0.68322974,0.54545474,0.5555556,0.7900944,0.043609023,0.0,0.0
0.4409938,0.18181825,0.33333334,0.7735849,0.022556392,1.0,1.0
0.5217391,0.3636365,0.16666666,0.29009432,0.013533835,1.0,1.0
0.13043478,0.3636365,0.33333334,0.1014151,0.009022556,1.0,1.0
0.552795,0.3636365,0.16666666,0.12028302,0.012030075,1.0,1.0
0.5900621,0.72727275,0.33333334,0.068396226,0.019548872,1.0,1.0
0.79503113,0.72727275,0.61111116,0.5660378,0.04661654,1.0,1.0
0.67701864,0.4545455,0.38888893,0.4009434,0.033082705,1.0,1.0
0.5776397,0.63636374,0.44444445,0.3962264,0.02556391,1.0,1.0
0.7577639,0.72727275,0.5,0.2712264,0.14135338,1.0,1.0
0.65838504,0.63636374,0.38888893,0.20754717,0.034586467,1.0,1.0
0.72049683,0.818182,0.5,0.09669811,0.039097745,1.0,1.0
0.6521739,0.72727275,0.61111116,0.16981132,0.02406015,1.0,1.0
0.5155279,0.54545474,0.33333334,0.11792453,0.021052632,1.0,1.0
0.6459627,0.72727275,0.44444445,0.1745283,0.028571429,1.0,1.0
0.6708074,0.54545474,0.33333334,0.3584906,0.022556392,1.0,1.0
0.60248446,0.2727275,0.27777776,0.12028302,0.021052632,0.0,0.0
0.6086956,0.54545474,0.38888893,0.19339623,0.05263158,1.0,1.0
0.68322974,0.54545474,0.44444445,0.38443398,0.043609023,1.0,1.0
0.5838509,0.63636374,0.5555556,0.3561321,0.08421053,1.0,1.0
0.5776397,0.54545474,0.27777776,0.17216982,0.019548872,1.0,1.0
0.5776397,0.4545455,0.33333334,0.3160377,0.021052632,1.0,1.0
0.60248446,0.54545474,0.44444445,0.2830189,0.02706767,1.0,1.0
0.6086956,0.54545474,0.44444445,0.2287736,0.02406015,1.0,1.0
0.70186335,0.818182,0.61111116,0.5283019,0.08571429,1.0,1.0
0.6956522,0.72727275,0.33333334,0.13679245,0.02406015,1.0,1.0
0.68322974,0.72727275,0.5555556,0.21226415,0.02406015,1.0,1.0
0.65838504,0.54545474,0.38888893,0.29009432,0.036090225,0.0,0.0
0.552795,0.4545455,0.22222224,0.11792453,0.051127817,1.0,1.0
0.60248446,0.4545455,0.44444445,0.3537736,0.02706767,1.0,1.0
0.35403728,0.4545455,0.22222224,0.068396226,0.016541354,1.0,1.0
0.65838504,0.54545474,0.44444445,0.16509435,0.036090225,1.0,1.0
0.7142857,0.72727275,0.5555556,0.28773588,0.04962406,0.0,0.0
0.47826087,0.3636365,0.27777776,0.41273588,0.015037593,1.0,1.0
0.54658383,0.3636365,0.27777776,0.2570755,0.021052632,1.0,1.0
0.75155276,0.63636374,0.38888893,0.2688679,0.058646616,1.0,1.0
0.6273292,0.54545474,0.44444445,0.2264151,0.14586467,1.0,1.0
0.5714286,0.72727275,0.61111116,0.31132078,0.04511278,1.0,1.0
0.66459626,0.54545474,0.5,0.19575472,0.06616542,1.0,1.0
0.66459626,0.72727275,0.5,0.20518868,0.06466166,1.0,1.0
0.75155276,0.72727275,0.44444445,0.3514151,0.04661654,1.0,1.0
0.7267081,0.72727275,0.5,0.3231132,0.07669173,1.0,1.0
0.5155279,0.3636365,0.38888893,0.125,0.031578947,1.0,1.0
0.68322974,0.63636374,0.7222222,0.19575472,0.08571429,1.0,1.0
0.82608694,0.4545455,0.27777776,0.24764152,0.114285715,1.0,1.0
0.45962733,0.4545455,0.22222224,0.12028302,0.013533835,1.0,1.0
0.6708074,0.54545474,0.5555556,0.4221698,0.055639096,0.0,0.0
0.5031056,0.3636365,0.33333334,0.16509435,0.015037593,1.0,1.0
0.6956522,0.63636374,0.5555556,0.1745283,0.034586467,0.0,0.0
0.62111795,0.3636365,0.38888893,0.2759434,0.028571429,0.0,0.0
0.6459627,0.63636374,0.44444445,0.25,0.04661654,1.0,1.0
0.61490685,0.54545474,0.5,0.1014151,0.12932332,1.0,1.0
0.6708074,0.4545455,0.44444445,0.379717,0.054135337,1.0,1.0
0.6397515,0.54545474,0.5555556,0.3490566,0.14586467,1.0,1.0
0.7080745,0.63636374,0.61111116,0.92216986,0.106766924,1.0,1.0
0.44720495,0.3636365,0.22222224,0.33490568,0.028571429,1.0,1.0
0.55900615,0.4545455,0.16666666,0.5165095,0.057142857,1.0,1.0
0.7080745,0.63636374,0.44444445,0.21462265,0.04210526,1.0,1.0
0.7080745,0.63636374,0.5,0.2712264,0.051127817,0.0,0.0
0.70186335,0.63636374,0.5,0.3466981,0.04210526,1.0,1.0
0.67701864,0.54545474,0.5,0.36556602,0.04661654,1.0,1.0
0.552795,0.4545455,0.27777776,0.06367925,0.012030075,1.0,1.0
0.47204965,0.4545455,0.44444445,0.49292457,0.04661654,1.0,1.0
0.5031056,0.3636365,0.38888893,0.2995283,0.022556392,1.0,1.0
0.7329193,0.4545455,0.44444445,0.59669816,0.055639096,1.0,1.0
0.55900615,0.3636365,0.22222224,0.15801887,0.015037593,1.0,1.0
0.7391303,0.72727275,0.7222222,0.625,0.24360903,1.0,1.0
0.72049683,0.818182,0.5555556,0.14622642,0.021052632,1.0,1.0
0.6335404,0.54545474,0.38888893,0.3773585,0.12631579,0.0,0.0
0.552795,0.54545474,0.44444445,0.33962268,0.04661654,1.0,1.0
0.60248446,0.63636374,0.5,0.26179248,0.02406015,1.0,1.0
0.6397515,0.72727275,0.5555556,0.8396227,0.057142857,1.0,1.0
0.5155279,0.3636365,0.16666666,0.2995283,0.02556391,1.0,1.0
0.60248446,0.72727275,0.5555556,0.17216982,0.039097745,1.0,1.0
0.7639752,0.63636374,0.5,0.091981135,0.040601503,1.0,1.0
0.66459626,0.909091,0.7777778,0.21462265,0.043609023,1.0,1.0
0.60248446,0.3636365,0.33333334,0.07311321,0.02406015,1.0,1.0
0.5031056,0.63636374,0.33333334,0.1509434,0.015037593,1.0,1.0
0.7267081,0.54545474,0.38888893,0.4787736,0.0481203,1.0,1.0
0.49689436,0.4545455,0.27777776,0.06603774,0.02406015,1.0,1.0
0.68322974,0.54545474,0.33333334,0.14622642,0.02406015,1.0,1.0
0.5776397,0.63636374,0.38888893,0.2287736,0.073684216,1.0,1.0
0.5900621,0.72727275,0.5,0.4716981,0.06466166,1.0,1.0
0.5838509,0.3636365,0.27777776,0.18396227,0.1518797,1.0,1.0
0.62111795,0.63636374,0.33333334,0.15801887,0.015037593,1.0,1.0
0.5093168,0.3636365,0.33333334,0.3183962,0.019548872,1.0,1.0
0.47826087,0.4545455,0.38888893,0.3443396,0.02556391,1.0,1.0
0.48447204,0.4545455,0.33333334,0.06603774,0.02406015,1.0,1.0
0.7080745,0.54545474,0.44444445,0.14386792,0.04661654,1.0,1.0
0.55900615,0.2727275,0.27777776,0.2783019,0.02556391,1.0,1.0
0.62111795,0.2727275,0.111111104,0.11084905,0.021052632,1.0,1.0
0.65838504,0.54545474,0.44444445,0.24292453,0.060150374,1.0,1.0
0.61490685,0.54545474,0.38888893,0.3773585,0.033082705,1.0,1.0
0.77018625,0.63636374,0.44444445,0.36320758,0.04511278,1.0,1.0
0.59627324,0.4545455,0.27777776,0.3183962,0.022556392,1.0,1.0
0.552795,0.4545455,0.22222224,0.11084905,0.019548872,1.0,1.0
0.4658385,0.4545455,0.33333334,0.16745283,0.018045114,1.0,1.0
0.55900615,0.3636365,0.33333334,0.4268868,0.04210526,1.0,1.0
0.7577639,0.72727275,0.5,0.17216982,0.08120301,0.0,0.0
0.6335404,0.72727275,0.44444445,0.2570755,0.12932332,1.0,1.0
0.6397515,0.54545474,0.44444445,0.28537738,0.039097745,1.0,1.0
0.47204965,0.4545455,0.22222224,0.058962263,0.013533835,1.0,1.0
0.68944097,0.63636374,0.5555556,0.19811322,0.08421053,1.0,1.0
0.68944097,0.818182,0.61111116,0.6155661,0.06165413,1.0,1.0
0.49689436,0.4545455,0.22222224,0.08726415,0.03007519,1.0,1.0
0.4658385,0.4545455,0.38888893,0.16273585,0.02556391,0.0,0.0
0.6459627,0.818182,0.44444445,0.125,0.043609023,1.0,1.0
0.7826087,0.63636374,0.6666666,0.38679248,0.2,1.0,1.0
0.6335404,0.54545474,0.38888893,0.23820756,0.0631579,1.0,1.0
0.59627324,0.3636365,0.38888893,0.5731132,0.034586467,1.0,1.0
0.70186335,0.54545474,0.38888893,0.2971698,0.094736844,1.0,1.0
0.6335404,0.72727275,0.61111116,0.3160377,0.02556391,1.0,1.0
0.6956522,0.72727275,0.61111116,0.4221698,0.028571429,1.0,1.0
0.4906832,0.3636365,0.27777776,0.13915095,0.02406015,1.0,1.0
0.6708074,0.63636374,0.38888893,0.11320755,0.08571429,1.0,1.0
0.70186335,0.63636374,0.44444445,0.11320755,0.060150374,1.0,1.0
0.6708074,0.54545474,0.44444445,0.3254717,0.1443609,1.0,1.0
0.6521739,0.72727275,0.61111116,0.38915098,0.04511278,1.0,1.0
0.7267081,0.54545474,0.5555556,0.2570755,0.07969925,1.0,1.0
0.70186335,0.54545474,0.44444445,0.18632075,0.10827068,1.0,1.0
0.6459627,0.72727275,0.5555556,0.6061321,0.12180451,1.0,1.0
0.5093168,0.4545455,0.38888893,0.18160377,0.019548872,1.0,1.0
0.65838504,0.63636374,0.5,0.4716981,0.036090225,1.0,1.0
0.6273292,0.63636374,0.5,0.5801887,0.036090225,1.0,1.0
0.6708074,0.63636374,0.38888893,0.3207547,0.028571429,1.0,1.0
0.32298136,0.4545455,0.33333334,0.0990566,0.055639096,1.0,1.0
0.3913043,0.18181825,0.16666666,0.056603774,0.02706767,1.0,1.0
0.49689436,0.3636365,0.22222224,0.0754717,0.033082705,1.0,1.0
0.65838504,0.54545474,0.44444445,0.4433962,0.028571429,1.0,1.0
0.6397515,0.54545474,0.44444445,0.15801887,0.087218046,1.0,1.0
0.5217391,0.3636365,0.111111104,0.20754717,0.009022556,1.0,1.0
0.66459626,0.54545474,0.44444445,0.3962264,0.08270677,1.0,1.0
0.68322974,0.72727275,0.6666666,0.2712264,0.05263158,1.0,1.0
0.60248446,0.63636374,0.33333334,0.375,0.07819549,1.0,1.0
0.7267081,0.54545474,0.44444445,0.14622642,0.05263158,1.0,1.0
0.66459626,0.72727275,0.61111116,0.29009432,0.094736844,1.0,1.0
0.5838509,0.54545474,0.5,0.21933962,0.018045114,1.0,1.0
0.53416145,0.2727275,0.33333334,0.16273585,0.016541354,1.0,1.0
0.7453416,0.63636374,0.38888893,0.1745283,0.02406015,1.0,1.0
0.62111795,0.63636374,0.38888893,0.3231132,0.0481203,1.0,1.0
0.6335404,0.4545455,0.44444445,0.3278302,0.036090225,1.0,1.0
0.66459626,0.54545474,0.33333334,0.25943398,0.028571429,1.0,1.0
0.5217391,0.4545455,0.22222224,0.12028302,0.018045114,1.0,1.0
0.5155279,0.2727275,0.44444445,0.4693396,0.022556392,0.0,0.0
0.61490685,0.63636374,0.38888893,0.48584908,0.033082705,1.0,1.0
0.65838504,0.72727275,0.61111116,0.36320758,0.037593983,1.0,1.0
0.79503113,0.63636374,0.5,0.3325472,0.094736844,1.0,1.0
0.53416145,0.3636365,0.27777776,0.21933962,0.054135337,1.0,1.0
0.4534161,0.2727275,0.27777776,0.19339623,0.016541354,1.0,1.0
0.5279503,0.3636365,0.33333334,0.24764152,0.016541354,1.0,1.0
0.5900621,0.63636374,0.27777776,0.36320758,0.067669176,1.0,1.0
0.5714286,0.3636365,0.111111104,0.16273585,0.037593983,1.0,1.0
0.552795,0.4545455,0.44444445,0.2665094,0.028571429,1.0,1.0
0.6086956,0.63636374,0.44444445,0.11320755,0.02406015,1.0,1.0
0.5776397,0.63636374,0.5,0.28537738,0.07669173,1.0,1.0
0.65838504,0.818182,0.61111116,0.14150943,0.034586467,1.0,1.0
0.60248446,0.54545474,0.27777776,0.08254717,0.036090225,1.0,1.0
0.54037267,0.63636374,0.44444445,0.15566038,0.016541354,1.0,1.0
0.7391303,0.63636374,0.5,0.21462265,0.07669173,1.0,1.0
0.5900621,0.63636374,0.33333334,0.19575472,0.04210526,1.0,1.0
0.60248446,0.3636365,0.22222224,0.4174528,0.09172933,1.0,1.0
0.6273292,0.63636374,0.61111116,0.6226415,0.058646616,1.0,1.0
0.47204965,0.3636365,0.16666666,0.18160377,0.04511278,1.0,1.0
0.6956522,0.818182,0.61111116,0.48584908,0.036090225,1.0,1.0
0.552795,0.63636374,0.5,0.33962268,0.07819549,1.0,1.0
0.6335404,0.4545455,0.22222224,0.07311321,0.016541354,1.0,1.0
0.77018625,0.72727275,0.44444445,0.22169812,0.1669173,1.0,1.0
0.6086956,0.4545455,0.27777776,0.20990567,0.03007519,1.0,1.0
0.70186335,0.63636374,0.5,0.21226415,0.073684216,0.0,0.0
0.62111795,0.54545474,0.44444445,0.07311321,0.022556392,1.0,1.0
0.5279503,0.4545455,0.33333334,0.14150943,0.028571429,1.0,1.0
0.7826087,0.4545455,0.22222224,0.38915098,0.02406015,1.0,1.0
0.67701864,0.54545474,0.38888893,0.3419811,0.073684216,1.0,1.0
0.68322974,0.72727275,0.38888893,0.17924528,0.031578947,1.0,1.0
0.6335404,0.63636374,0.5555556,0.21226415,0.06917293,0.0,0.0
0.6521739,0.54545474,0.38888893,0.3466981,0.02706767,1.0,1.0
0.6335404,0.63636374,0.5,0.3183962,0.036090225,1.0,1.0
0.6086956,0.18181825,0.27777776,0.3514151,0.04661654,1.0,1.0
0.68322974,0.54545474,0.5,0.5660378,0.05263158,1.0,1.0
0.6086956,0.54545474,0.5555556,0.3018868,0.087218046,1.0,1.0
0.54658383,0.4545455,0.27777776,0.018867925,0.016541354,1.0,1.0
0.7391303,0.72727275,0.7222222,0.4716981,0.2300752,0.0,0.0
0.6397515,0.818182,0.6666666,0.379717,0.036090225,1.0,1.0
0.7329193,0.72727275,0.5555556,0.5919812,0.2225564,1.0,1.0
0.5652174,0.63636374,0.27777776,0.23113208,0.05263158,1.0,1.0
0.5714286,0.3636365,0.33333334,0.23820756,0.013533835,1.0,1.0
0.54037267,0.3636365,0.16666666,0.3278302,0.03007519,1.0,1.0
0.6086956,0.54545474,0.5555556,0.2570755,0.073684216,1.0,1.0
0.48447204,0.2727275,0.33333334,0.18867925,0.02406015,1.0,1.0
0.7267081,0.72727275,0.6666666,0.2806604,0.067669176,1.0,1.0
0.60248446,0.3636365,0.27777776,0.23820756,0.040601503,1.0,1.0
0.6397515,0.54545474,0.5,0.12028302,0.043609023,1.0,1.0
0.5776397,0.54545474,0.27777776,0.08726415,0.019548872,1.0,1.0
0.72049683,0.72727275,0.33333334,0.2028302,0.019548872,1.0,1.0
0.33540374,0.2727275,0.16666666,0.1533019,0.013533835,1.0,1.0
0.68944097,0.72727275,0.5,0.1509434,0.08270677,1.0,1.0
0.6335404,0.63636374,0.44444445,0.16745283,0.018045114,1.0,1.0
0.47826087,0.3636365,0.22222224,0.13679245,0.016541354,1.0,1.0
0.3664596,0.2727275,0.111111104,0.06367925,0.012030075,1.0,1.0
0.5155279,0.4545455,0.27777776,0.3419811,0.055639096,1.0,1.0
